Scheme,Implementation,Key Generation [cycles] (mean),Key Generation [cycles] (min),Key Generation [cycles] (max),Encapsulation [cycles] (mean),Encapsulation [cycles] (min),Encapsulation [cycles] (max),Decapsulation [cycles] (mean),Decapsulation [cycles] (min),Decapsulation [cycles] (max),Key Generation [bytes],Encapsulation [bytes],Decapsulation [bytes],nan,nan,nan,nan,nan,nan,.text [bytes],.data [bytes],.bss [bytes],Total [bytes],nan_size,nan_size,nan_size,nan_size,nan_size,Total_Cycles,Max_RAM,Flash,Security_Level,EAS_Class 0,EAS_Class 1,EAS_Class 2
perk-192-short-3,m4,1490931,1490700,1491237,3287248058,3215163085,3367875518,1177626072,1173662370,1180161689,69.5,46.9,66.1,,,,,,,24009,4,0,24013,,,,,,4466365061.0,24013.0,24013.0,3,0.0,0.0,1.062
perk-192-short-5,m4,1803810,1803582,1804114,3055640781,3012300361,3097923832,1098102537,1091885810,1100922095,16864,51888,47256,,,,,,,24649,4,0,24653,,,,,,4155547128.0,51888.0,24653.0,3,0.0,0.0,0.0
perk-192-short-5,m4,1803810,1803582,1804114,3055640781,3012300361,3097923832,1098102537,1091885810,1100922095,62.9,45.9,64.8,,,,,,,24649,4,0,24653,,,,,,4155547128.0,24653.0,24653.0,3,0.0,0.0,1.058
perk-256-fast-3,m4,2579417,2579240,2579552,1180042672,1167250030,1195968610,418170893,415658694,420627465,25504,80304,69912,,,,,,,12129,4,0,12133,,,,,,1600792982.0,80304.0,12133.0,5,0.0,0.0,0.0
perk-256-fast-3,m4,2579417,2579240,2579552,1180042672,1167250030,1195968610,418170893,415658694,420627465,71.3,52.0,74.9,,,,,,,12129,4,0,12133,,,,,,1600792982.0,12133.0,12133.0,5,0.0,0.0,1.347
perk-256-fast-5,m4,3067494,3051317,3122708,1132865549,1118062283,1145937660,398350119,396811115,400676954,28064,80896,70640,,,,,,,12041,4,0,12045,,,,,,1534283162.0,80896.0,12045.0,5,0.0,0.0,0.0
perk-256-fast-5,m4,3067494,3051317,3122708,1132865549,1118062283,1145937660,398350119,396811115,400676954,64.2,51.1,74.0,,,,,,,12041,4,0,12045,,,,,,1534283162.0,12045.0,12045.0,5,0.0,0.0,1.348
perk-256-short-3,m4,2585286,2579142,2638281,6776856645,6661520383,6897544501,2642609592,2640236102,2645143628,25504,82264,74784,,,,,,,31697,4,0,31701,,,,,,9422051523.0,82264.0,31701.0,5,0.0,0.0,0.0
perk-256-short-3,m4,2585286,2579142,2638281,6776856645,6661520383,6897544501,2642609592,2640236102,2645143628,71.4,48.8,65.4,,,,,,,31697,4,0,31701,,,,,,9422051523.0,31701.0,31701.0,5,0.0,0.0,1.207
perk-256-short-5,m4,3079789,3052513,3184058,6207736113,6128500846,6330487968,2452601903,2442259899,2460272362,28064,82056,74808,,,,,,,32693,4,0,32697,,,,,,8663417805.0,82056.0,32697.0,5,0.0,0.0,0.0
perk-256-short-5,m4,3079789,3052513,3184058,6207736113,6128500846,6330487968,2452601903,2442259899,2460272362,64.0,47.9,64.1,,,,,,,32693,4,0,32697,,,,,,8663417805.0,32697.0,32697.0,5,0.0,0.0,1.2
snova-24-5-16-4-esk,ref,24840838,24840391,24841191,139251354,139235721,139274512,88454046,88453528,88454429,169008,89984,118152,,,,,,,52132,0,336,52468,,,,,,252546238.0,169008.0,52468.0,1,0.0,0.0,0.0
snova-24-5-16-4-esk,ref,24840838,24840391,24841191,139251354,139235721,139274512,88454046,88453528,88454429,12.2,0.0,3.4,,,,,,,52132,0,336,52468,,,,,,252546238.0,52468.0,52468.0,1,0.0,0.0,0.0
snova-24-5-16-4-ssk,ref,24772323,24771821,24772994,174094748,160180156,299202162,88453756,88453293,88454408,169008,169104,118152,,,,,,,52132,0,336,52468,,,,,,287320827.0,169104.0,52468.0,1,0.0,0.0,0.0
snova-24-5-16-4-ssk,ref,24772323,24771821,24772994,174094748,160180156,299202162,88453756,88453293,88454408,12.2,1.9,3.4,,,,,,,52132,0,336,52468,,,,,,287320827.0,52468.0,52468.0,1,0.0,0.0,0.0
snova-25-8-16-3-esk,ref,35280792,35280693,35280867,71674196,65171606,130098735,42542485,42542403,42542553,190696,87400,122656,,,,,,,28240,0,299,28539,,,,,,149497473.0,190696.0,28539.0,1,0.0,0.0,0.0
snova-25-8-16-3-esk,ref,35280792,35280693,35280867,71674196,65171606,130098735,42542485,42542403,42542553,9.6,0.1,8.0,,,,,,,28240,0,299,28539,,,,,,149497473.0,28539.0,28539.0,1,0.0,0.0,0.836
snova-25-8-16-3-ssk,ref,35195324,35195216,35195579,112654217,93165980,158103540,42542507,42542396,42542732,190696,190836,122656,,,,,,,28240,0,299,28539,,,,,,190392048.0,190836.0,28539.0,1,0.0,0.0,0.0
snova-25-8-16-3-ssk,ref,35195324,35195216,35195579,112654217,93165980,158103540,42542507,42542396,42542732,9.7,3.5,8.0,,,,,,,28240,0,299,28539,,,,,,190392048.0,28539.0,28539.0,1,0.0,0.0,0.836
snova-28-17-16-2-esk,ref,51177590,51177548,51177647,23387139,21270788,42311786,19180389,19180360,19180440,309216,127232,199684,,,,,,,16436,0,280,16716,,,,,,93745118.0,309216.0,16716.0,1,0.0,0.0,0.0
snova-28-17-16-2-esk,ref,51177590,51177548,51177647,23387139,21270788,42311786,19180389,19180360,19180440,10.6,0.2,28.1,,,,,,,16436,0,280,16716,,,,,,93745118.0,16716.0,16716.0,1,0.0,0.0,0.92
snova-28-17-16-2-ssk,ref,51065038,51064999,51065086,52865514,50757388,71788606,19180379,19180357,19180425,309216,309356,199684,,,,,,,16436,0,280,16716,,,,,,123110931.0,309356.0,16716.0,1,0.0,0.0,0.0
snova-28-17-16-2-ssk,ref,51065038,51064999,51065086,52865514,50757388,71788606,19180379,19180357,19180425,10.6,10.7,28.1,,,,,,,16436,0,280,16716,,,,,,123110931.0,16716.0,16716.0,1,0.0,0.0,0.92
snova-37-8-16-4-ssk,ref,122023801,122023399,122024216,533063912,533033960,533090127,335806349,335805890,335806820,640324,640428,411516,,,,,,,52440,0,336,52776,,,,,,990894062.0,640428.0,52776.0,1,0.0,0.0,0.0
snova-37-8-16-4-ssk,ref,122023801,122023399,122024216,533063912,533033960,533090127,335806349,335805890,335806820,8.8,2.0,3.4,,,,,,,52440,0,336,52776,,,,,,990894062.0,52776.0,52776.0,1,0.0,0.0,0.0
sphincs-sha2-128f-simple,clean,15742990,15742958,15742996,368575228,368575193,368575246,21923628,21369867,22456717,2856,2468,2664,,,,,,,4956,0,0,4956,,,,,,406241846.0,4956.0,4956.0,1,0.875,0.875,1.0
sphincs-sha2-128f-simple,clean,15742990,15742958,15742996,368575228,368575193,368575246,21923628,21369867,22456717,90.8,90.7,90.6,,,,,,,4956,0,0,4956,,,,,,406241846.0,4956.0,4956.0,1,0.875,0.875,1.0
sphincs-sha2-128s-simple,clean,1007731522,1007731504,1007731551,7657558168,7657558117,7657558212,7471794,7228491,7797915,3084,2556,1968,,,,,,,5264,0,0,5264,,,,,,8672761484.0,5264.0,5264.0,1,0.861,0.861,0.993
sphincs-sha2-128s-simple,clean,1007731522,1007731504,1007731551,7657558168,7657558117,7657558212,7471794,7228491,7797915,90.8,90.7,90.4,,,,,,,5264,0,0,5264,,,,,,8672761484.0,5264.0,5264.0,1,0.861,0.861,0.993
sphincs-sha2-192f-simple,clean,23570224,23570214,23570257,666398438,666398401,666398468,35457937,35087854,35973969,5468,4404,4356,,,,,,,5444,0,0,5444,,,,,,725426599.0,5468.0,5444.0,3,1.058,1.058,1.195
sphincs-sha2-192f-simple,clean,23570224,23570214,23570257,666398438,666398401,666398468,35457937,35087854,35973969,90.2,90.8,90.7,,,,,,,5444,0,0,5444,,,,,,725426599.0,5444.0,5444.0,3,1.058,1.058,1.196
sphincs-sha2-192s-simple,clean,1509654951,1509654914,1509654968,15452089990,15452089934,15452090071,13494855,12947211,14303224,5796,4540,3700,,,,,,,5968,0,0,5968,,,,,,16975239796.0,5968.0,5968.0,3,1.037,1.037,1.187
sphincs-sha2-192s-simple,clean,1509654951,1509654914,1509654968,15452089990,15452089934,15452090071,13494855,12947211,14303224,90.3,91.1,91.5,,,,,,,5968,0,0,5968,,,,,,16975239796.0,5968.0,5968.0,3,1.037,1.037,1.187
sphincs-sha2-256f-simple,clean,62583556,62583533,62583577,1377768608,1377768561,1377768713,37302611,36599268,38058007,8460,6412,5980,,,,,,,5728,0,0,5728,,,,,,1477654775.0,8460.0,5728.0,5,1.168,1.168,1.376
sphincs-sha2-256f-simple,clean,62583556,62583533,62583577,1377768608,1377768561,1377768713,37302611,36599268,38058007,90.2,90.7,90.9,,,,,,,5728,0,0,5728,,,,,,1477654775.0,5728.0,5728.0,5,1.248,1.248,1.392
sphincs-sha2-256s-simple,clean,1001040810,1001040779,1001040845,14326202444,14326202404,14326202506,19637153,18985943,20132079,8756,6540,5580,,,,,,,6084,0,0,6084,,,,,,15346880407.0,8756.0,6084.0,5,1.155,1.155,1.371
sphincs-sha2-256s-simple,clean,1001040810,1001040779,1001040845,14326202444,14326202404,14326202506,19637153,18985943,20132079,90.2,91.3,91.3,,,,,,,6084,0,0,6084,,,,,,15346880407.0,6084.0,6084.0,5,1.233,1.233,1.387
sphincs-shake-128f-simple,clean,50505025,50505022,50505030,1182422563,1182422491,1182422621,70501834,68595319,71605565,2760,2372,2568,,,,,,,4184,0,0,4184,,,,,,1303429422.0,4184.0,4184.0,1,0.898,0.898,1.003
sphincs-shake-128f-simple,clean,50505025,50505022,50505030,1182422563,1182422491,1182422621,70501834,68595319,71605565,97.6,97.6,97.5,,,,,,,4184,0,0,4184,,,,,,1303429422.0,4184.0,4184.0,1,0.898,0.898,1.003
sphincs-shake-128s-simple,clean,3231401965,3231401936,3231402005,24553696412,24553696311,24553696516,24366771,22962144,25470425,2988,2460,1872,,,,,,,4492,0,0,4492,,,,,,27809465148.0,4492.0,4492.0,1,0.884,0.884,0.997
sphincs-shake-128s-simple,clean,3231401965,3231401936,3231402005,24553696412,24553696311,24553696516,24366771,22962144,25470425,97.6,97.6,97.5,,,,,,,4492,0,0,4492,,,,,,27809465148.0,4492.0,4492.0,1,0.884,0.884,0.997
sphincs-shake-192f-simple,clean,74890591,74890566,74890617,1937690056,1937690000,1937690169,103305801,101234011,104969964,4928,3860,3816,,,,,,,4472,0,0,4472,,,,,,2115886448.0,4928.0,4472.0,3,1.075,1.075,1.198
sphincs-shake-192f-simple,clean,74890591,74890566,74890617,1937690056,1937690000,1937690169,103305801,101234011,104969964,97.5,97.4,97.4,,,,,,,4472,0,0,4472,,,,,,2115886448.0,4472.0,4472.0,3,1.088,1.088,1.201
sphincs-shake-192s-simple,clean,4793551013,4793550980,4793551045,43114327277,43114327182,43114327407,35026412,33413152,36300013,5252,3996,3160,,,,,,,4984,0,0,4984,,,,,,47942904702.0,5252.0,4984.0,3,1.06,1.06,1.191
sphincs-shake-192s-simple,clean,4793551013,4793550980,4793551045,43114327277,43114327182,43114327407,35026412,33413152,36300013,97.5,97.4,97.4,,,,,,,4984,0,0,4984,,,,,,47942904702.0,4984.0,4984.0,3,1.067,1.067,1.193
sphincs-shake-256f-simple,clean,200110912,200110878,200110926,4026533198,4026533128,4026533250,108394619,106138946,111648895,7928,5876,5448,,,,,,,4720,0,0,4720,,,,,,4335038729.0,7928.0,4720.0,5,1.185,1.185,1.379
sphincs-shake-256f-simple,clean,200110912,200110878,200110926,4026533198,4026533128,4026533250,108394619,106138946,111648895,97.5,97.4,97.4,,,,,,,4720,0,0,4720,,,,,,4335038729.0,4720.0,4720.0,5,1.279,1.279,1.398
sphincs-shake-256s-simple,clean,3201898694,3201898656,3201898741,38175697620,38175697525,38175697766,52912174,51224772,53979746,8220,6004,5048,,,,,,,5076,0,0,5076,,,,,,41430508488.0,8220.0,5076.0,5,1.173,1.173,1.374
sphincs-shake-256s-simple,clean,3201898694,3201898656,3201898741,38175697620,38175697525,38175697766,52912174,51224772,53979746,97.5,97.3,97.4,,,,,,,5076,0,0,5076,,,,,,41430508488.0,5076.0,5076.0,5,1.265,1.265,1.393
